data,cod_ibge,municipio,unidade,tipo_leito,leitos_total,leitos_ocupados,atendimentos_total,atendimentos_calor,desidratacao,insolacao,exaustao_calor
2026-04-30,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,10,6,133,2,0,1,0
2026-05-01,5107602,Rondonópolis,UPA Rondonópolis,observacao,12,8,181,3,1,1,0
2026-05-01,5107602,Rondonópolis,UPA Rondonópolis,clinico,35,22,203,3,1,1,0
2026-05-01,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,10,6,171,2,2,1,1
2026-05-01,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,15,9,69,1,0,1,1
2026-05-01,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,33,21,100,1,1,0,0
2026-05-01,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,6,3,113,1,0,1,1
2026-05-01,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,12,7,106,1,0,1,0
2026-05-01,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,32,23,146,2,2,0,1
2026-05-01,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,10,6,69,1,0,1,0
2026-05-02,5107602,Rondonópolis,UPA Rondonópolis,observacao,15,11,110,1,0,0,1
2026-05-02,5107602,Rondonópolis,UPA Rondonópolis,clinico,35,25,129,2,1,1,1
2026-05-02,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,7,5,125,1,1,0,1
2026-05-02,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,15,9,67,1,0,0,1
2026-05-02,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,36,23,102,2,2,1,1
2026-05-02,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,8,5,60,1,0,0,0
2026-05-02,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,13,8,128,1,0,1,0
2026-05-02,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,36,26,138,2,1,1,1
2026-05-02,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,6,4,100,1,1,1,1
2026-05-03,5107602,Rondonópolis,UPA Rondonópolis,observacao,15,10,136,2,1,1,1
2026-05-03,5107602,Rondonópolis,UPA Rondonópolis,clinico,34,24,103,2,0,1,0
2026-05-03,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,8,5,187,3,2,0,0
2026-05-03,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,13,9,82,0,0,1,1
2026-05-03,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,36,22,86,1,0,0,1
2026-05-03,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,8,5,82,1,0,1,1
2026-05-03,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,13,7,125,1,0,0,0
2026-05-03,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,32,23,99,2,1,0,1
2026-05-03,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,7,4,135,2,2,0,1
2026-05-04,5107602,Rondonópolis,UPA Rondonópolis,observacao,13,9,107,1,0,1,1
2026-05-04,5107602,Rondonópolis,UPA Rondonópolis,clinico,35,21,123,1,0,1,1
2026-05-04,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,9,5,123,2,1,0,1
2026-05-04,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,13,8,83,1,0,0,1
2026-05-04,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,33,21,141,1,0,0,1
2026-05-04,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,9,6,128,2,0,1,0
2026-05-04,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,12,8,66,1,1,1,1
2026-05-04,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,36,26,64,0,0,1,1
2026-05-04,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,9,6,80,1,0,0,0
2026-05-05,5107602,Rondonópolis,UPA Rondonópolis,observacao,14,8,177,3,2,0,0
2026-05-05,5107602,Rondonópolis,UPA Rondonópolis,clinico,34,24,165,2,2,1,0
2026-05-05,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,7,4,136,2,1,1,1
2026-05-05,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,16,11,105,1,0,0,1
2026-05-05,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,35,25,84,1,0,1,0
2026-05-05,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,7,4,99,1,0,1,0
2026-05-05,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,15,9,148,1,0,1,1
2026-05-05,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,35,21,83,1,1,0,1
2026-05-05,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,7,5,151,3,1,0,0
2026-05-06,5107602,Rondonópolis,UPA Rondonópolis,observacao,16,11,119,1,1,0,1
2026-05-06,5107602,Rondonópolis,UPA Rondonópolis,clinico,32,23,90,1,0,0,1
2026-05-06,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,8,5,105,2,2,0,0
2026-05-06,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,15,10,145,2,1,0,1
2026-05-06,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,32,22,139,2,0,0,0
2026-05-06,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,6,4,109,1,1,0,1
2026-05-06,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,12,7,89,1,0,0,0
2026-05-06,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,33,20,131,1,0,0,0
2026-05-06,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,8,5,136,2,1,0,1
2026-05-07,5107602,Rondonópolis,UPA Rondonópolis,observacao,12,8,179,2,1,1,1
2026-05-07,5107602,Rondonópolis,UPA Rondonópolis,clinico,34,23,164,2,1,1,0
2026-05-07,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,9,6,102,1,0,1,0
2026-05-07,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,13,9,154,2,0,0,1
2026-05-07,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,35,23,145,2,2,1,0
2026-05-07,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,10,6,66,1,1,0,1
2026-05-07,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,15,9,103,1,0,0,0
2026-05-07,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,32,22,142,1,1,1,0
2026-05-07,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,6,3,112,1,0,1,1
2026-05-08,5107602,Rondonópolis,UPA Rondonópolis,observacao,16,11,148,3,3,0,0
2026-05-08,5107602,Rondonópolis,UPA Rondonópolis,clinico,32,22,197,2,0,0,1
2026-05-08,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,10,6,158,2,2,1,1
2026-05-08,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,15,10,146,2,0,1,1
2026-05-08,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,34,20,82,0,0,0,0
2026-05-08,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,6,3,83,1,0,0,0
2026-05-08,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,14,10,83,1,1,0,0
2026-05-08,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,33,23,138,2,1,0,1
2026-05-08,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,10,6,110,1,0,0,1
2026-05-09,5107602,Rondonópolis,UPA Rondonópolis,observacao,12,7,165,3,2,1,0
2026-05-09,5107602,Rondonópolis,UPA Rondonópolis,clinico,35,23,179,3,1,1,0
2026-05-09,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,6,4,164,2,0,0,1
2026-05-09,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,15,11,77,1,0,1,1
2026-05-09,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,35,21,109,2,1,1,1
2026-05-09,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,7,4,119,2,0,1,0
2026-05-09,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,14,9,128,2,0,1,1
2026-05-09,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,33,22,109,2,2,1,0
2026-05-09,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,7,4,146,1,0,1,1
2026-05-10,5107602,Rondonópolis,UPA Rondonópolis,observacao,13,8,95,2,1,1,1
2026-05-10,5107602,Rondonópolis,UPA Rondonópolis,clinico,33,20,178,2,2,1,1
2026-05-10,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,6,4,107,1,0,1,1
2026-05-10,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,14,10,106,2,0,0,0
2026-05-10,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,35,25,77,1,0,0,0
2026-05-10,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,10,6,79,1,0,0,1
2026-05-10,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,15,10,148,2,2,0,1
2026-05-10,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,34,24,79,1,0,1,0
2026-05-10,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,7,5,143,2,0,0,0
2026-05-11,5107602,Rondonópolis,UPA Rondonópolis,observacao,14,9,162,2,0,0,0
2026-05-11,5107602,Rondonópolis,UPA Rondonópolis,clinico,36,23,128,1,0,1,1
2026-05-11,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,9,6,181,3,2,0,1
2026-05-11,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,13,9,152,3,3,1,1
2026-05-11,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,35,26,87,1,0,0,0
2026-05-11,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,10,6,152,3,2,1,1
2026-05-11,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,14,10,59,1,0,0,1
2026-05-11,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,35,24,156,2,0,1,1
2026-05-11,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,9,6,112,1,0,1,1
2026-05-12,5107602,Rondonópolis,UPA Rondonópolis,observacao,13,8,185,2,2,1,1
2026-05-12,5107602,Rondonópolis,UPA Rondonópolis,clinico,33,19,185,3,3,1,1
2026-05-12,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,10,6,96,1,0,1,0
2026-05-12,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,12,8,79,1,0,0,1
2026-05-12,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,34,25,155,3,3,1,1
2026-05-12,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,8,5,82,1,0,0,0
2026-05-12,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,14,9,92,1,0,1,0
2026-05-12,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,33,23,132,1,1,1,0
2026-05-12,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,9,5,70,1,0,1,1
2026-05-13,5107602,Rondonópolis,UPA Rondonópolis,observacao,14,9,203,3,2,1,1
2026-05-13,5107602,Rondonópolis,UPA Rondonópolis,clinico,33,20,109,1,0,0,0
2026-05-13,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,7,4,92,1,0,1,0
2026-05-13,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,16,11,77,1,0,1,0
2026-05-13,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,36,22,125,1,0,1,1
2026-05-13,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,9,5,83,1,0,1,0
2026-05-13,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,14,10,96,1,0,1,0
2026-05-13,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,32,21,69,1,0,1,1
2026-05-13,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,10,6,119,2,1,0,0
2026-05-14,5107602,Rondonópolis,UPA Rondonópolis,observacao,16,11,168,3,3,1,0
2026-05-14,5107602,Rondonópolis,UPA Rondonópolis,clinico,36,25,161,2,1,1,0
2026-05-14,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,9,6,204,2,2,0,1
2026-05-14,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,16,11,71,0,0,0,0
2026-05-14,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,35,23,60,0,0,0,0
2026-05-14,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,8,5,102,2,0,1,0
2026-05-14,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,16,11,131,2,1,0,1
2026-05-14,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,35,21,61,1,0,1,1
2026-05-14,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,6,3,74,1,0,0,0
2026-05-15,5107602,Rondonópolis,UPA Rondonópolis,observacao,14,10,113,1,0,0,0
2026-05-15,5107602,Rondonópolis,UPA Rondonópolis,clinico,36,26,119,1,1,1,1
2026-05-15,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,6,3,161,3,2,1,0
2026-05-15,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,12,7,100,1,0,1,0
2026-05-15,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,34,20,142,2,2,1,0
2026-05-15,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,9,6,60,0,0,0,0
2026-05-15,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,16,11,80,1,0,1,0
2026-05-15,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,36,22,83,1,1,0,1
2026-05-15,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,10,6,57,1,0,1,0
2026-05-16,5107602,Rondonópolis,UPA Rondonópolis,observacao,12,7,174,2,1,1,1
2026-05-16,5107602,Rondonópolis,UPA Rondonópolis,clinico,33,22,179,2,2,0,1
2026-05-16,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,6,3,107,2,0,1,1
2026-05-16,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,13,8,115,2,1,1,1
2026-05-16,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,34,21,116,1,0,1,0
2026-05-16,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,7,4,57,1,1,0,0
2026-05-16,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,15,10,146,2,0,0,0
2026-05-16,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,36,21,138,2,1,1,1
2026-05-16,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,9,5,59,0,0,0,1
2026-05-17,5107602,Rondonópolis,UPA Rondonópolis,observacao,12,7,89,1,0,1,0
2026-05-17,5107602,Rondonópolis,UPA Rondonópolis,clinico,32,23,201,3,1,0,0
2026-05-17,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,9,6,92,1,0,0,0
2026-05-17,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,13,9,129,1,0,1,0
2026-05-17,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,36,22,89,1,1,0,0
2026-05-17,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,8,5,99,2,0,1,0
2026-05-17,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,12,8,155,2,0,1,0
2026-05-17,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,35,24,66,1,0,1,1
2026-05-17,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,8,4,152,2,1,0,0
2026-05-18,5107602,Rondonópolis,UPA Rondonópolis,observacao,12,7,162,2,1,0,1
2026-05-18,5107602,Rondonópolis,UPA Rondonópolis,clinico,33,21,191,3,1,0,1
2026-05-18,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,6,4,122,1,0,0,0
2026-05-18,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,12,8,61,1,0,1,1
2026-05-18,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,33,20,100,2,2,1,0
2026-05-18,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,6,4,138,2,0,1,0
2026-05-18,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,12,8,63,0,0,0,0
2026-05-18,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,32,23,138,1,0,1,0
2026-05-18,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,6,4,66,0,0,1,0
2026-05-19,5107602,Rondonópolis,UPA Rondonópolis,observacao,16,11,128,2,0,0,1
2026-05-19,5107602,Rondonópolis,UPA Rondonópolis,clinico,35,23,164,3,1,0,1
2026-05-19,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,6,4,146,2,2,0,0
2026-05-19,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,16,11,92,1,1,1,1
2026-05-19,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,35,23,138,1,1,0,0
2026-05-19,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,7,4,136,2,0,1,1
2026-05-19,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,16,11,83,1,0,1,1
2026-05-19,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,34,25,152,2,0,0,0
2026-05-19,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,7,4,66,1,1,0,0
2026-05-20,5107602,Rondonópolis,UPA Rondonópolis,observacao,12,7,208,3,1,1,1
2026-05-20,5107602,Rondonópolis,UPA Rondonópolis,clinico,36,24,146,2,1,1,0
2026-05-20,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,6,4,93,1,1,0,0
2026-05-20,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,15,10,100,1,0,1,0
2026-05-20,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,35,21,57,0,0,1,0
2026-05-20,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,10,6,110,1,0,1,0
2026-05-20,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,12,7,109,1,0,0,1
2026-05-20,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,36,22,93,1,0,0,0
2026-05-20,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,7,4,77,1,1,1,1
2026-05-21,5107602,Rondonópolis,UPA Rondonópolis,observacao,13,8,154,2,0,1,0
2026-05-21,5107602,Rondonópolis,UPA Rondonópolis,clinico,32,19,109,2,2,1,1
2026-05-21,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,8,5,203,2,2,0,1
2026-05-21,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,13,8,66,1,0,0,1
2026-05-21,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,33,23,143,2,0,0,0
2026-05-21,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,10,6,151,2,0,1,0
2026-05-21,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,14,9,154,2,0,1,1
2026-05-21,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,34,23,63,0,0,1,0
2026-05-21,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,9,5,135,2,0,0,1
2026-05-22,5107602,Rondonópolis,UPA Rondonópolis,observacao,14,9,110,2,1,1,1
2026-05-22,5107602,Rondonópolis,UPA Rondonópolis,clinico,33,22,171,2,1,1,1
2026-05-22,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,9,5,154,3,2,1,1
2026-05-22,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,12,7,99,1,1,1,0
2026-05-22,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,34,24,151,2,2,1,0
2026-05-22,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,6,3,123,1,1,1,0
2026-05-22,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,14,8,107,1,0,0,1
2026-05-22,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,32,22,109,2,1,1,0
2026-05-22,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,9,6,84,1,1,0,0
2026-05-23,5107602,Rondonópolis,UPA Rondonópolis,observacao,15,9,194,3,2,1,1
2026-05-23,5107602,Rondonópolis,UPA Rondonópolis,clinico,32,20,120,1,0,1,0
2026-05-23,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,9,6,188,2,2,0,1
2026-05-23,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,12,8,122,1,0,1,1
2026-05-23,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,36,23,60,1,1,0,0
2026-05-23,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,8,5,129,2,2,1,0
2026-05-23,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,16,10,143,1,0,1,1
2026-05-23,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,32,20,158,2,0,1,0
2026-05-23,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,7,4,128,1,1,1,0
2026-05-24,5107602,Rondonópolis,UPA Rondonópolis,observacao,15,9,181,2,1,1,1
2026-05-24,5107602,Rondonópolis,UPA Rondonópolis,clinico,33,24,109,1,0,0,1
2026-05-24,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,7,4,123,1,0,1,0
2026-05-24,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,16,10,113,2,0,1,1
2026-05-24,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,33,19,83,1,0,0,1
2026-05-24,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,10,7,141,2,2,0,1
2026-05-24,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,15,9,112,1,1,1,0
2026-05-24,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,33,24,136,2,0,0,0
2026-05-24,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,9,6,64,0,0,1,1
2026-05-25,5107602,Rondonópolis,UPA Rondonópolis,observacao,12,8,125,2,1,0,1
2026-05-25,5107602,Rondonópolis,UPA Rondonópolis,clinico,32,22,178,3,2,1,1
2026-05-25,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,7,4,178,2,2,0,1
2026-05-25,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,15,9,131,2,1,0,0
2026-05-25,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,34,20,82,1,0,1,1
2026-05-25,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,9,5,158,2,0,1,0
2026-05-25,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,15,10,86,1,1,0,0
2026-05-25,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,34,21,129,1,0,0,1
2026-05-25,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,7,4,89,1,1,0,1
2026-05-26,5107602,Rondonópolis,UPA Rondonópolis,observacao,12,8,181,3,1,0,1
2026-05-26,5107602,Rondonópolis,UPA Rondonópolis,clinico,34,22,195,2,1,0,0
2026-05-26,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,8,5,122,1,0,0,0
2026-05-26,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,14,10,69,0,0,0,0
2026-05-26,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,32,21,76,1,0,0,0
2026-05-26,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,10,6,135,1,1,0,1
2026-05-26,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,14,8,131,2,2,1,0
2026-05-26,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,35,22,107,1,0,0,0
2026-05-26,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,7,4,148,3,3,0,1
2026-05-27,5107602,Rondonópolis,UPA Rondonópolis,observacao,12,8,201,3,1,0,1
2026-05-27,5107602,Rondonópolis,UPA Rondonópolis,clinico,33,22,213,3,1,1,0
2026-05-27,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,8,4,192,3,1,0,0
2026-05-27,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,13,7,79,1,0,1,0
2026-05-27,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,36,22,82,1,0,0,0
2026-05-27,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,9,5,63,0,0,1,1
2026-05-27,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,13,8,64,1,0,1,0
2026-05-27,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,33,23,118,1,1,0,0
2026-05-27,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,7,4,126,2,2,1,0
2026-05-28,5107602,Rondonópolis,UPA Rondonópolis,observacao,12,8,97,2,2,0,0
2026-05-28,5107602,Rondonópolis,UPA Rondonópolis,clinico,33,20,194,3,3,0,0
2026-05-28,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,9,6,142,1,1,0,1
2026-05-28,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,13,8,112,1,0,0,1
2026-05-28,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,35,21,123,1,1,1,1
2026-05-28,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,9,6,136,2,1,0,1
2026-05-28,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,15,10,112,2,2,0,1
2026-05-28,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,35,23,141,2,0,1,0
2026-05-28,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,8,4,143,1,1,0,0
2026-05-29,5107602,Rondonópolis,UPA Rondonópolis,observacao,16,11,154,2,1,1,1
2026-05-29,5107602,Rondonópolis,UPA Rondonópolis,clinico,35,23,204,4,4,1,0
2026-05-29,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,6,3,190,2,1,1,1
2026-05-29,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,16,11,125,2,0,1,1
2026-05-29,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,33,20,63,1,0,0,0
2026-05-29,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,8,5,83,1,0,0,0
2026-05-29,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,12,8,128,2,0,0,0
2026-05-29,5107602,Rondonópolis,Referência Regional Rondonópolis,clinico,35,21,135,1,0,1,1
2026-05-29,5107602,Rondonópolis,Referência Regional Rondonópolis,uti_adulto,9,6,73,0,0,1,0
2026-05-30,5107602,Rondonópolis,UPA Rondonópolis,observacao,14,9,158,3,3,0,1
2026-05-30,5107602,Rondonópolis,UPA Rondonópolis,clinico,32,19,214,3,2,1,1
2026-05-30,5107602,Rondonópolis,UPA Rondonópolis,uti_adulto,7,4,119,2,2,1,0
2026-05-30,5107602,Rondonópolis,Hospital Municipal Rondonópolis,observacao,16,11,139,2,2,0,0
2026-05-30,5107602,Rondonópolis,Hospital Municipal Rondonópolis,clinico,32,22,92,1,0,1,0
2026-05-30,5107602,Rondonópolis,Hospital Municipal Rondonópolis,uti_adulto,7,4,71,1,0,0,1
2026-05-30,5107602,Rondonópolis,Referência Regional Rondonópolis,observacao,12,8,145,2,2,0,0
