data,cod_ibge,municipio,grupo,cadastrados,contatados
2026-05-09,5107602,Rondonópolis,gestantes_risco,518,109
2026-05-09,5107602,Rondonópolis,pop_rua,180,35
2026-05-10,5107602,Rondonópolis,idosos_sozinhos,3110,670
2026-05-10,5107602,Rondonópolis,acamados,777,140
2026-05-10,5107602,Rondonópolis,gestantes_risco,518,96
2026-05-10,5107602,Rondonópolis,pop_rua,180,41
2026-05-11,5107602,Rondonópolis,idosos_sozinhos,3110,605
2026-05-11,5107602,Rondonópolis,acamados,777,163
2026-05-11,5107602,Rondonópolis,gestantes_risco,518,115
2026-05-11,5107602,Rondonópolis,pop_rua,180,39
2026-05-12,5107602,Rondonópolis,idosos_sozinhos,3110,573
2026-05-12,5107602,Rondonópolis,acamados,777,172
2026-05-12,5107602,Rondonópolis,gestantes_risco,518,100
2026-05-12,5107602,Rondonópolis,pop_rua,180,34
2026-05-13,5107602,Rondonópolis,idosos_sozinhos,3110,592
2026-05-13,5107602,Rondonópolis,acamados,777,169
2026-05-13,5107602,Rondonópolis,gestantes_risco,518,109
2026-05-13,5107602,Rondonópolis,pop_rua,180,32
2026-05-14,5107602,Rondonópolis,idosos_sozinhos,3110,653
2026-05-14,5107602,Rondonópolis,acamados,777,158
2026-05-14,5107602,Rondonópolis,gestantes_risco,518,116
2026-05-14,5107602,Rondonópolis,pop_rua,180,32
2026-05-15,5107602,Rondonópolis,idosos_sozinhos,3110,649
2026-05-15,5107602,Rondonópolis,acamados,777,147
2026-05-15,5107602,Rondonópolis,gestantes_risco,518,105
2026-05-15,5107602,Rondonópolis,pop_rua,180,40
2026-05-16,5107602,Rondonópolis,idosos_sozinhos,3110,574
2026-05-16,5107602,Rondonópolis,acamados,777,176
2026-05-16,5107602,Rondonópolis,gestantes_risco,518,98
2026-05-16,5107602,Rondonópolis,pop_rua,180,33
2026-05-17,5107602,Rondonópolis,idosos_sozinhos,3110,651
2026-05-17,5107602,Rondonópolis,acamados,777,159
2026-05-17,5107602,Rondonópolis,gestantes_risco,518,108
2026-05-17,5107602,Rondonópolis,pop_rua,180,39
2026-05-18,5107602,Rondonópolis,idosos_sozinhos,3110,652
2026-05-18,5107602,Rondonópolis,acamados,777,172
2026-05-18,5107602,Rondonópolis,gestantes_risco,518,94
2026-05-18,5107602,Rondonópolis,pop_rua,180,35
2026-05-19,5107602,Rondonópolis,idosos_sozinhos,3110,560
2026-05-19,5107602,Rondonópolis,acamados,777,165
2026-05-19,5107602,Rondonópolis,gestantes_risco,518,113
2026-05-19,5107602,Rondonópolis,pop_rua,180,41
2026-05-20,5107602,Rondonópolis,idosos_sozinhos,3110,656
2026-05-20,5107602,Rondonópolis,acamados,777,176
2026-05-20,5107602,Rondonópolis,gestantes_risco,518,105
2026-05-20,5107602,Rondonópolis,pop_rua,180,36
2026-05-21,5107602,Rondonópolis,idosos_sozinhos,3110,627
2026-05-21,5107602,Rondonópolis,acamados,777,178
2026-05-21,5107602,Rondonópolis,gestantes_risco,518,94
2026-05-21,5107602,Rondonópolis,pop_rua,180,38
2026-05-22,5107602,Rondonópolis,idosos_sozinhos,3110,620
2026-05-22,5107602,Rondonópolis,acamados,777,141
2026-05-22,5107602,Rondonópolis,gestantes_risco,518,99
2026-05-22,5107602,Rondonópolis,pop_rua,180,35
2026-05-23,5107602,Rondonópolis,idosos_sozinhos,3110,710
2026-05-23,5107602,Rondonópolis,acamados,777,141
2026-05-23,5107602,Rondonópolis,gestantes_risco,518,115
2026-05-23,5107602,Rondonópolis,pop_rua,180,35
2026-05-24,5107602,Rondonópolis,idosos_sozinhos,3110,712
2026-05-24,5107602,Rondonópolis,acamados,777,150
2026-05-24,5107602,Rondonópolis,gestantes_risco,518,104
2026-05-24,5107602,Rondonópolis,pop_rua,180,32
2026-05-25,5107602,Rondonópolis,idosos_sozinhos,3110,684
2026-05-25,5107602,Rondonópolis,acamados,777,169
2026-05-25,5107602,Rondonópolis,gestantes_risco,518,96
2026-05-25,5107602,Rondonópolis,pop_rua,180,40
2026-05-26,5107602,Rondonópolis,idosos_sozinhos,3110,602
2026-05-26,5107602,Rondonópolis,acamados,777,175
2026-05-26,5107602,Rondonópolis,gestantes_risco,518,104
2026-05-26,5107602,Rondonópolis,pop_rua,180,40
2026-05-27,5107602,Rondonópolis,idosos_sozinhos,3110,636
2026-05-27,5107602,Rondonópolis,acamados,777,147
2026-05-27,5107602,Rondonópolis,gestantes_risco,518,95
2026-05-27,5107602,Rondonópolis,pop_rua,180,40
2026-05-28,5107602,Rondonópolis,idosos_sozinhos,3110,578
2026-05-28,5107602,Rondonópolis,acamados,777,178
2026-05-28,5107602,Rondonópolis,gestantes_risco,518,100
2026-05-28,5107602,Rondonópolis,pop_rua,180,35
2026-05-29,5107602,Rondonópolis,idosos_sozinhos,3110,657
2026-05-29,5107602,Rondonópolis,acamados,777,165
2026-05-29,5107602,Rondonópolis,gestantes_risco,518,109
2026-05-29,5107602,Rondonópolis,pop_rua,180,37
2026-05-30,5107602,Rondonópolis,idosos_sozinhos,3110,677
2026-05-30,5107602,Rondonópolis,acamados,777,158
2026-05-30,5107602,Rondonópolis,gestantes_risco,518,112
2026-05-30,5107602,Rondonópolis,pop_rua,180,33
2026-05-31,5107602,Rondonópolis,idosos_sozinhos,3110,618
2026-05-31,5107602,Rondonópolis,acamados,777,178
2026-05-31,5107602,Rondonópolis,gestantes_risco,518,116
2026-05-31,5107602,Rondonópolis,pop_rua,180,39
2026-06-01,5107602,Rondonópolis,idosos_sozinhos,3110,567
2026-06-01,5107602,Rondonópolis,acamados,777,173
2026-06-01,5107602,Rondonópolis,gestantes_risco,518,99
2026-06-01,5107602,Rondonópolis,pop_rua,180,35
2026-06-02,5107602,Rondonópolis,idosos_sozinhos,3110,636
2026-06-02,5107602,Rondonópolis,acamados,777,156
2026-06-02,5107602,Rondonópolis,gestantes_risco,518,117
2026-06-02,5107602,Rondonópolis,pop_rua,180,37
2026-06-03,5107602,Rondonópolis,idosos_sozinhos,3110,562
2026-06-03,5107602,Rondonópolis,acamados,777,172
2026-06-03,5107602,Rondonópolis,gestantes_risco,518,102
2026-06-03,5107602,Rondonópolis,pop_rua,180,37
2026-06-04,5107602,Rondonópolis,idosos_sozinhos,3110,644
2026-06-04,5107602,Rondonópolis,acamados,777,147
2026-06-04,5107602,Rondonópolis,gestantes_risco,518,103
2026-06-04,5107602,Rondonópolis,pop_rua,180,40
2026-06-05,5107602,Rondonópolis,idosos_sozinhos,3110,713
2026-06-05,5107602,Rondonópolis,acamados,777,174
2026-06-05,5107602,Rondonópolis,gestantes_risco,518,118
2026-06-05,5107602,Rondonópolis,pop_rua,180,36
2026-06-06,5107602,Rondonópolis,idosos_sozinhos,3110,640
2026-06-06,5107602,Rondonópolis,acamados,777,144
2026-06-06,5107602,Rondonópolis,gestantes_risco,518,95
2026-06-06,5107602,Rondonópolis,pop_rua,180,40
2026-06-07,5107602,Rondonópolis,idosos_sozinhos,3110,687
2026-06-07,5107602,Rondonópolis,acamados,777,148
2026-06-07,5107602,Rondonópolis,gestantes_risco,518,112
2026-06-07,5107602,Rondonópolis,pop_rua,180,32
2026-06-08,5107602,Rondonópolis,idosos_sozinhos,3110,619
2026-06-08,5107602,Rondonópolis,acamados,777,148
2026-06-08,5107602,Rondonópolis,gestantes_risco,518,100
2026-06-08,5107602,Rondonópolis,pop_rua,180,38
2026-06-09,5107602,Rondonópolis,idosos_sozinhos,3110,712
2026-06-09,5107602,Rondonópolis,acamados,777,165
2026-06-09,5107602,Rondonópolis,gestantes_risco,518,116
2026-06-09,5107602,Rondonópolis,pop_rua,180,36
2026-06-10,5107602,Rondonópolis,idosos_sozinhos,3110,812
2026-06-10,5107602,Rondonópolis,acamados,777,198
2026-06-10,5107602,Rondonópolis,gestantes_risco,518,147
2026-06-10,5107602,Rondonópolis,pop_rua,180,46
2026-06-11,5107602,Rondonópolis,idosos_sozinhos,3110,1044
2026-06-11,5107602,Rondonópolis,acamados,777,264
2026-06-11,5107602,Rondonópolis,gestantes_risco,518,176
2026-06-11,5107602,Rondonópolis,pop_rua,180,65
2026-06-12,5107602,Rondonópolis,idosos_sozinhos,3110,1411
2026-06-12,5107602,Rondonópolis,acamados,777,315
2026-06-12,5107602,Rondonópolis,gestantes_risco,518,215
2026-06-12,5107602,Rondonópolis,pop_rua,180,80
2026-06-13,5107602,Rondonópolis,idosos_sozinhos,3110,1546
2026-06-13,5107602,Rondonópolis,acamados,777,389
2026-06-13,5107602,Rondonópolis,gestantes_risco,518,253
2026-06-13,5107602,Rondonópolis,pop_rua,180,89
2026-06-14,5107602,Rondonópolis,idosos_sozinhos,3110,1879
2026-06-14,5107602,Rondonópolis,acamados,777,453
2026-06-14,5107602,Rondonópolis,gestantes_risco,518,306
2026-06-14,5107602,Rondonópolis,pop_rua,180,104
2026-06-15,5107602,Rondonópolis,idosos_sozinhos,3110,2109
2026-06-15,5107602,Rondonópolis,acamados,777,521
2026-06-15,5107602,Rondonópolis,gestantes_risco,518,340
2026-06-15,5107602,Rondonópolis,pop_rua,180,121
2026-06-16,5107602,Rondonópolis,idosos_sozinhos,3110,2239
2026-06-16,5107602,Rondonópolis,acamados,777,570
2026-06-16,5107602,Rondonópolis,gestantes_risco,518,366
2026-06-16,5107602,Rondonópolis,pop_rua,180,130
2026-06-17,5107602,Rondonópolis,idosos_sozinhos,3110,2511
2026-06-17,5107602,Rondonópolis,acamados,777,633
2026-06-17,5107602,Rondonópolis,gestantes_risco,518,412
2026-06-17,5107602,Rondonópolis,pop_rua,180,149
2026-06-18,5107602,Rondonópolis,idosos_sozinhos,3110,2674
2026-06-18,5107602,Rondonópolis,acamados,777,680
2026-06-18,5107602,Rondonópolis,gestantes_risco,518,461
2026-06-18,5107602,Rondonópolis,pop_rua,180,155
2026-04-28,5107909,Sinop,idosos_sozinhos,2592,503
2026-04-28,5107909,Sinop,acamados,648,143
2026-04-28,5107909,Sinop,gestantes_risco,432,97
2026-04-28,5107909,Sinop,pop_rua,90,19
2026-04-29,5107909,Sinop,idosos_sozinhos,2592,524
2026-04-29,5107909,Sinop,acamados,648,142
2026-04-29,5107909,Sinop,gestantes_risco,432,98
2026-04-29,5107909,Sinop,pop_rua,90,17
2026-04-30,5107909,Sinop,idosos_sozinhos,2592,476
2026-04-30,5107909,Sinop,acamados,648,137
2026-04-30,5107909,Sinop,gestantes_risco,432,82
2026-04-30,5107909,Sinop,pop_rua,90,17
2026-05-01,5107909,Sinop,idosos_sozinhos,2592,479
2026-05-01,5107909,Sinop,acamados,648,116
2026-05-01,5107909,Sinop,gestantes_risco,432,88
2026-05-01,5107909,Sinop,pop_rua,90,19
2026-05-02,5107909,Sinop,idosos_sozinhos,2592,476
2026-05-02,5107909,Sinop,acamados,648,129
2026-05-02,5107909,Sinop,gestantes_risco,432,94
2026-05-02,5107909,Sinop,pop_rua,90,18
2026-05-03,5107909,Sinop,idosos_sozinhos,2592,555
2026-05-03,5107909,Sinop,acamados,648,136
2026-05-03,5107909,Sinop,gestantes_risco,432,92
2026-05-03,5107909,Sinop,pop_rua,90,17
2026-05-04,5107909,Sinop,idosos_sozinhos,2592,475
2026-05-04,5107909,Sinop,acamados,648,133
2026-05-04,5107909,Sinop,gestantes_risco,432,95
2026-05-04,5107909,Sinop,pop_rua,90,19
2026-05-05,5107909,Sinop,idosos_sozinhos,2592,576
2026-05-05,5107909,Sinop,acamados,648,128
2026-05-05,5107909,Sinop,gestantes_risco,432,96
2026-05-05,5107909,Sinop,pop_rua,90,16
2026-05-06,5107909,Sinop,idosos_sozinhos,2592,556
2026-05-06,5107909,Sinop,acamados,648,122
2026-05-06,5107909,Sinop,gestantes_risco,432,83
2026-05-06,5107909,Sinop,pop_rua,90,18
2026-05-07,5107909,Sinop,idosos_sozinhos,2592,470
2026-05-07,5107909,Sinop,acamados,648,142
2026-05-07,5107909,Sinop,gestantes_risco,432,92
2026-05-07,5107909,Sinop,pop_rua,90,18
2026-05-08,5107909,Sinop,idosos_sozinhos,2592,594
2026-05-08,5107909,Sinop,acamados,648,127
2026-05-08,5107909,Sinop,gestantes_risco,432,97
2026-05-08,5107909,Sinop,pop_rua,90,18
2026-05-09,5107909,Sinop,idosos_sozinhos,2592,548
2026-05-09,5107909,Sinop,acamados,648,132
2026-05-09,5107909,Sinop,gestantes_risco,432,94
2026-05-09,5107909,Sinop,pop_rua,90,18
2026-05-10,5107909,Sinop,idosos_sozinhos,2592,572
2026-05-10,5107909,Sinop,acamados,648,134
2026-05-10,5107909,Sinop,gestantes_risco,432,81
2026-05-10,5107909,Sinop,pop_rua,90,16
2026-05-11,5107909,Sinop,idosos_sozinhos,2592,525
2026-05-11,5107909,Sinop,acamados,648,123
2026-05-11,5107909,Sinop,gestantes_risco,432,79
2026-05-11,5107909,Sinop,pop_rua,90,16
2026-05-12,5107909,Sinop,idosos_sozinhos,2592,591
2026-05-12,5107909,Sinop,acamados,648,142
2026-05-12,5107909,Sinop,gestantes_risco,432,86
2026-05-12,5107909,Sinop,pop_rua,90,19
2026-05-13,5107909,Sinop,idosos_sozinhos,2592,506
2026-05-13,5107909,Sinop,acamados,648,128
2026-05-13,5107909,Sinop,gestantes_risco,432,92
2026-05-13,5107909,Sinop,pop_rua,90,18
2026-05-14,5107909,Sinop,idosos_sozinhos,2592,534
2026-05-14,5107909,Sinop,acamados,648,147
2026-05-14,5107909,Sinop,gestantes_risco,432,79
2026-05-14,5107909,Sinop,pop_rua,90,17
2026-05-15,5107909,Sinop,idosos_sozinhos,2592,592
2026-05-15,5107909,Sinop,acamados,648,140
2026-05-15,5107909,Sinop,gestantes_risco,432,85
2026-05-15,5107909,Sinop,pop_rua,90,19
2026-05-16,5107909,Sinop,idosos_sozinhos,2592,586
2026-05-16,5107909,Sinop,acamados,648,117
2026-05-16,5107909,Sinop,gestantes_risco,432,78
2026-05-16,5107909,Sinop,pop_rua,90,16
2026-05-17,5107909,Sinop,idosos_sozinhos,2592,479
2026-05-17,5107909,Sinop,acamados,648,139
2026-05-17,5107909,Sinop,gestantes_risco,432,93
2026-05-17,5107909,Sinop,pop_rua,90,16
2026-05-18,5107909,Sinop,idosos_sozinhos,2592,580
2026-05-18,5107909,Sinop,acamados,648,116
2026-05-18,5107909,Sinop,gestantes_risco,432,98
2026-05-18,5107909,Sinop,pop_rua,90,18
2026-05-19,5107909,Sinop,idosos_sozinhos,2592,512
2026-05-19,5107909,Sinop,acamados,648,140
2026-05-19,5107909,Sinop,gestantes_risco,432,80
2026-05-19,5107909,Sinop,pop_rua,90,20
2026-05-20,5107909,Sinop,idosos_sozinhos,2592,591
2026-05-20,5107909,Sinop,acamados,648,121
2026-05-20,5107909,Sinop,gestantes_risco,432,81
2026-05-20,5107909,Sinop,pop_rua,90,17
2026-05-21,5107909,Sinop,idosos_sozinhos,2592,586
2026-05-21,5107909,Sinop,acamados,648,116
2026-05-21,5107909,Sinop,gestantes_risco,432,93
2026-05-21,5107909,Sinop,pop_rua,90,17
2026-05-22,5107909,Sinop,idosos_sozinhos,2592,508
2026-05-22,5107909,Sinop,acamados,648,126
2026-05-22,5107909,Sinop,gestantes_risco,432,96
2026-05-22,5107909,Sinop,pop_rua,90,19
2026-05-23,5107909,Sinop,idosos_sozinhos,2592,516
2026-05-23,5107909,Sinop,acamados,648,127
2026-05-23,5107909,Sinop,gestantes_risco,432,85
2026-05-23,5107909,Sinop,pop_rua,90,16
2026-05-24,5107909,Sinop,idosos_sozinhos,2592,501
2026-05-24,5107909,Sinop,acamados,648,146
2026-05-24,5107909,Sinop,gestantes_risco,432,92
2026-05-24,5107909,Sinop,pop_rua,90,19
2026-05-25,5107909,Sinop,idosos_sozinhos,2592,556
2026-05-25,5107909,Sinop,acamados,648,140
2026-05-25,5107909,Sinop,gestantes_risco,432,89
2026-05-25,5107909,Sinop,pop_rua,90,18
2026-05-26,5107909,Sinop,idosos_sozinhos,2592,474
2026-05-26,5107909,Sinop,acamados,648,143
2026-05-26,5107909,Sinop,gestantes_risco,432,90
2026-05-26,5107909,Sinop,pop_rua,90,19
2026-05-27,5107909,Sinop,idosos_sozinhos,2592,482
2026-05-27,5107909,Sinop,acamados,648,121
2026-05-27,5107909,Sinop,gestantes_risco,432,83
2026-05-27,5107909,Sinop,pop_rua,90,18
2026-05-28,5107909,Sinop,idosos_sozinhos,2592,522
2026-05-28,5107909,Sinop,acamados,648,120
2026-05-28,5107909,Sinop,gestantes_risco,432,96
2026-05-28,5107909,Sinop,pop_rua,90,17
2026-05-29,5107909,Sinop,idosos_sozinhos,2592,592
2026-05-29,5107909,Sinop,acamados,648,121
2026-05-29,5107909,Sinop,gestantes_risco,432,93
2026-05-29,5107909,Sinop,pop_rua,90,16
2026-05-30,5107909,Sinop,idosos_sozinhos,2592,519
2026-05-30,5107909,Sinop,acamados,648,127
2026-05-30,5107909,Sinop,gestantes_risco,432,94
2026-05-30,5107909,Sinop,pop_rua,90,20
2026-05-31,5107909,Sinop,idosos_sozinhos,2592,519
2026-05-31,5107909,Sinop,acamados,648,119
2026-05-31,5107909,Sinop,gestantes_risco,432,80
2026-05-31,5107909,Sinop,pop_rua,90,19
2026-06-01,5107909,Sinop,idosos_sozinhos,2592,520
2026-06-01,5107909,Sinop,acamados,648,139
2026-06-01,5107909,Sinop,gestantes_risco,432,84
2026-06-01,5107909,Sinop,pop_rua,90,16
2026-06-02,5107909,Sinop,idosos_sozinhos,2592,557
2026-06-02,5107909,Sinop,acamados,648,137
2026-06-02,5107909,Sinop,gestantes_risco,432,77
2026-06-02,5107909,Sinop,pop_rua,90,16
2026-06-03,5107909,Sinop,idosos_sozinhos,2592,558
2026-06-03,5107909,Sinop,acamados,648,123
2026-06-03,5107909,Sinop,gestantes_risco,432,92
2026-06-03,5107909,Sinop,pop_rua,90,16
2026-06-04,5107909,Sinop,idosos_sozinhos,2592,525
2026-06-04,5107909,Sinop,acamados,648,143
2026-06-04,5107909,Sinop,gestantes_risco,432,85
2026-06-04,5107909,Sinop,pop_rua,90,17
2026-06-05,5107909,Sinop,idosos_sozinhos,2592,594
2026-06-05,5107909,Sinop,acamados,648,137
2026-06-05,5107909,Sinop,gestantes_risco,432,97
2026-06-05,5107909,Sinop,pop_rua,90,17
2026-06-06,5107909,Sinop,idosos_sozinhos,2592,537
2026-06-06,5107909,Sinop,acamados,648,137
2026-06-06,5107909,Sinop,gestantes_risco,432,99
2026-06-06,5107909,Sinop,pop_rua,90,17
2026-06-07,5107909,Sinop,idosos_sozinhos,2592,532
2026-06-07,5107909,Sinop,acamados,648,119
2026-06-07,5107909,Sinop,gestantes_risco,432,82
2026-06-07,5107909,Sinop,pop_rua,90,17
2026-06-08,5107909,Sinop,idosos_sozinhos,2592,582
2026-06-08,5107909,Sinop,acamados,648,122
2026-06-08,5107909,Sinop,gestantes_risco,432,88
2026-06-08,5107909,Sinop,pop_rua,90,19
2026-06-09,5107909,Sinop,idosos_sozinhos,2592,500
2026-06-09,5107909,Sinop,acamados,648,136
2026-06-09,5107909,Sinop,gestantes_risco,432,78
2026-06-09,5107909,Sinop,pop_rua,90,20
2026-06-10,5107909,Sinop,idosos_sozinhos,2592,727
2026-06-10,5107909,Sinop,acamados,648,197
2026-06-10,5107909,Sinop,gestantes_risco,432,125
2026-06-10,5107909,Sinop,pop_rua,90,26
2026-06-11,5107909,Sinop,idosos_sozinhos,2592,857
2026-06-11,5107909,Sinop,acamados,648,237
2026-06-11,5107909,Sinop,gestantes_risco,432,150
2026-06-11,5107909,Sinop,pop_rua,90,32
2026-06-12,5107909,Sinop,idosos_sozinhos,2592,1166
2026-06-12,5107909,Sinop,acamados,648,286
2026-06-12,5107909,Sinop,gestantes_risco,432,180
2026-06-12,5107909,Sinop,pop_rua,90,38
2026-06-13,5107909,Sinop,idosos_sozinhos,2592,1253
2026-06-13,5107909,Sinop,acamados,648,328
2026-06-13,5107909,Sinop,gestantes_risco,432,215
2026-06-13,5107909,Sinop,pop_rua,90,44
2026-06-14,5107909,Sinop,idosos_sozinhos,2592,1496
2026-06-14,5107909,Sinop,acamados,648,365
2026-06-14,5107909,Sinop,gestantes_risco,432,240
2026-06-14,5107909,Sinop,pop_rua,90,52
2026-06-15,5107909,Sinop,idosos_sozinhos,2592,1656
2026-06-15,5107909,Sinop,acamados,648,417
2026-06-15,5107909,Sinop,gestantes_risco,432,292
2026-06-15,5107909,Sinop,pop_rua,90,60
2026-06-16,5107909,Sinop,idosos_sozinhos,2592,1935
2026-06-16,5107909,Sinop,acamados,648,468
2026-06-16,5107909,Sinop,gestantes_risco,432,306
2026-06-16,5107909,Sinop,pop_rua,90,67
2026-06-17,5107909,Sinop,idosos_sozinhos,2592,2067
2026-06-17,5107909,Sinop,acamados,648,520
2026-06-17,5107909,Sinop,gestantes_risco,432,355
2026-06-17,5107909,Sinop,pop_rua,90,72
2026-06-18,5107909,Sinop,idosos_sozinhos,2592,2324
2026-06-18,5107909,Sinop,acamados,648,582
2026-06-18,5107909,Sinop,gestantes_risco,432,377
2026-06-18,5107909,Sinop,pop_rua,90,78
2026-04-28,5107925,Sorriso,idosos_sozinhos,1451,301
2026-04-28,5107925,Sorriso,acamados,362,75
2026-04-28,5107925,Sorriso,gestantes_risco,241,52
2026-04-28,5107925,Sorriso,pop_rua,50,10
2026-04-29,5107925,Sorriso,idosos_sozinhos,1451,273
2026-04-29,5107925,Sorriso,acamados,362,72
2026-04-29,5107925,Sorriso,gestantes_risco,241,46
2026-04-29,5107925,Sorriso,pop_rua,50,9
2026-04-30,5107925,Sorriso,idosos_sozinhos,1451,271
2026-04-30,5107925,Sorriso,acamados,362,73
2026-04-30,5107925,Sorriso,gestantes_risco,241,44
2026-04-30,5107925,Sorriso,pop_rua,50,9
2026-05-01,5107925,Sorriso,idosos_sozinhos,1451,280
2026-05-01,5107925,Sorriso,acamados,362,74
2026-05-01,5107925,Sorriso,gestantes_risco,241,54
2026-05-01,5107925,Sorriso,pop_rua,50,10
2026-05-02,5107925,Sorriso,idosos_sozinhos,1451,302
2026-05-02,5107925,Sorriso,acamados,362,66
2026-05-02,5107925,Sorriso,gestantes_risco,241,45
2026-05-02,5107925,Sorriso,pop_rua,50,11
2026-05-03,5107925,Sorriso,idosos_sozinhos,1451,305
2026-05-03,5107925,Sorriso,acamados,362,76
2026-05-03,5107925,Sorriso,gestantes_risco,241,48
2026-05-03,5107925,Sorriso,pop_rua,50,9
2026-05-04,5107925,Sorriso,idosos_sozinhos,1451,283
2026-05-04,5107925,Sorriso,acamados,362,67
2026-05-04,5107925,Sorriso,gestantes_risco,241,51
2026-05-04,5107925,Sorriso,pop_rua,50,10
2026-05-05,5107925,Sorriso,idosos_sozinhos,1451,271
2026-05-05,5107925,Sorriso,acamados,362,70
2026-05-05,5107925,Sorriso,gestantes_risco,241,47
2026-05-05,5107925,Sorriso,pop_rua,50,10
2026-05-06,5107925,Sorriso,idosos_sozinhos,1451,315
2026-05-06,5107925,Sorriso,acamados,362,83
2026-05-06,5107925,Sorriso,gestantes_risco,241,46
2026-05-06,5107925,Sorriso,pop_rua,50,9
2026-05-07,5107925,Sorriso,idosos_sozinhos,1451,330
2026-05-07,5107925,Sorriso,acamados,362,80
2026-05-07,5107925,Sorriso,gestantes_risco,241,45
2026-05-07,5107925,Sorriso,pop_rua,50,9
2026-05-08,5107925,Sorriso,idosos_sozinhos,1451,265
2026-05-08,5107925,Sorriso,acamados,362,66
2026-05-08,5107925,Sorriso,gestantes_risco,241,45
2026-05-08,5107925,Sorriso,pop_rua,50,11
2026-05-09,5107925,Sorriso,idosos_sozinhos,1451,277
2026-05-09,5107925,Sorriso,acamados,362,65
2026-05-09,5107925,Sorriso,gestantes_risco,241,44
2026-05-09,5107925,Sorriso,pop_rua,50,9
2026-05-10,5107925,Sorriso,idosos_sozinhos,1451,291
2026-05-10,5107925,Sorriso,acamados,362,80
2026-05-10,5107925,Sorriso,gestantes_risco,241,45
2026-05-10,5107925,Sorriso,pop_rua,50,9
2026-05-11,5107925,Sorriso,idosos_sozinhos,1451,294
2026-05-11,5107925,Sorriso,acamados,362,73
2026-05-11,5107925,Sorriso,gestantes_risco,241,51
2026-05-11,5107925,Sorriso,pop_rua,50,10
2026-05-12,5107925,Sorriso,idosos_sozinhos,1451,331
2026-05-12,5107925,Sorriso,acamados,362,71
2026-05-12,5107925,Sorriso,gestantes_risco,241,51
2026-05-12,5107925,Sorriso,pop_rua,50,10
2026-05-13,5107925,Sorriso,idosos_sozinhos,1451,314
2026-05-13,5107925,Sorriso,acamados,362,81
2026-05-13,5107925,Sorriso,gestantes_risco,241,55
2026-05-13,5107925,Sorriso,pop_rua,50,9
2026-05-14,5107925,Sorriso,idosos_sozinhos,1451,309
2026-05-14,5107925,Sorriso,acamados,362,72
2026-05-14,5107925,Sorriso,gestantes_risco,241,52
2026-05-14,5107925,Sorriso,pop_rua,50,10
2026-05-15,5107925,Sorriso,idosos_sozinhos,1451,290
2026-05-15,5107925,Sorriso,acamados,362,82
2026-05-15,5107925,Sorriso,gestantes_risco,241,49
2026-05-15,5107925,Sorriso,pop_rua,50,10
2026-05-16,5107925,Sorriso,idosos_sozinhos,1451,331
2026-05-16,5107925,Sorriso,acamados,362,82
2026-05-16,5107925,Sorriso,gestantes_risco,241,51
2026-05-16,5107925,Sorriso,pop_rua,50,9
2026-05-17,5107925,Sorriso,idosos_sozinhos,1451,309
2026-05-17,5107925,Sorriso,acamados,362,73
2026-05-17,5107925,Sorriso,gestantes_risco,241,52
2026-05-17,5107925,Sorriso,pop_rua,50,9
2026-05-18,5107925,Sorriso,idosos_sozinhos,1451,276
2026-05-18,5107925,Sorriso,acamados,362,65
2026-05-18,5107925,Sorriso,gestantes_risco,241,48
2026-05-18,5107925,Sorriso,pop_rua,50,10
2026-05-19,5107925,Sorriso,idosos_sozinhos,1451,282
2026-05-19,5107925,Sorriso,acamados,362,76
2026-05-19,5107925,Sorriso,gestantes_risco,241,48
2026-05-19,5107925,Sorriso,pop_rua,50,10
2026-05-20,5107925,Sorriso,idosos_sozinhos,1451,312
2026-05-20,5107925,Sorriso,acamados,362,68
2026-05-20,5107925,Sorriso,gestantes_risco,241,50
2026-05-20,5107925,Sorriso,pop_rua,50,10
2026-05-21,5107925,Sorriso,idosos_sozinhos,1451,329
2026-05-21,5107925,Sorriso,acamados,362,73
2026-05-21,5107925,Sorriso,gestantes_risco,241,54
2026-05-21,5107925,Sorriso,pop_rua,50,10
2026-05-22,5107925,Sorriso,idosos_sozinhos,1451,281
2026-05-22,5107925,Sorriso,acamados,362,70
2026-05-22,5107925,Sorriso,gestantes_risco,241,51
2026-05-22,5107925,Sorriso,pop_rua,50,10
2026-05-23,5107925,Sorriso,idosos_sozinhos,1451,307
2026-05-23,5107925,Sorriso,acamados,362,67
2026-05-23,5107925,Sorriso,gestantes_risco,241,44
2026-05-23,5107925,Sorriso,pop_rua,50,9
2026-05-24,5107925,Sorriso,idosos_sozinhos,1451,322
2026-05-24,5107925,Sorriso,acamados,362,80
2026-05-24,5107925,Sorriso,gestantes_risco,241,53
2026-05-24,5107925,Sorriso,pop_rua,50,11
2026-05-25,5107925,Sorriso,idosos_sozinhos,1451,314
2026-05-25,5107925,Sorriso,acamados,362,67
2026-05-25,5107925,Sorriso,gestantes_risco,241,54
2026-05-25,5107925,Sorriso,pop_rua,50,9
2026-05-26,5107925,Sorriso,idosos_sozinhos,1451,302
2026-05-26,5107925,Sorriso,acamados,362,69
2026-05-26,5107925,Sorriso,gestantes_risco,241,51
2026-05-26,5107925,Sorriso,pop_rua,50,11
2026-05-27,5107925,Sorriso,idosos_sozinhos,1451,276
2026-05-27,5107925,Sorriso,acamados,362,75
2026-05-27,5107925,Sorriso,gestantes_risco,241,53
2026-05-27,5107925,Sorriso,pop_rua,50,9
