data,cod_ibge,municipio,item,estoque_total,consumo_medio_diario
2026-05-03,5107602,Rondonópolis,"Soro fisiológico 0,9%",3108,282
2026-05-03,5107602,Rondonópolis,Equipo macro,2388,212
2026-05-03,5107602,Rondonópolis,Copo descartável,16170,1884
2026-05-04,5107602,Rondonópolis,SRO,3826,353
2026-05-04,5107602,Rondonópolis,"Soro fisiológico 0,9%",2994,282
2026-05-04,5107602,Rondonópolis,Equipo macro,2417,212
2026-05-04,5107602,Rondonópolis,Copo descartável,15895,1884
2026-05-05,5107602,Rondonópolis,SRO,3698,353
2026-05-05,5107602,Rondonópolis,"Soro fisiológico 0,9%",3019,282
2026-05-05,5107602,Rondonópolis,Equipo macro,2380,212
2026-05-05,5107602,Rondonópolis,Copo descartável,15548,1884
2026-05-06,5107602,Rondonópolis,SRO,3639,353
2026-05-06,5107602,Rondonópolis,"Soro fisiológico 0,9%",2970,282
2026-05-06,5107602,Rondonópolis,Equipo macro,2341,212
2026-05-06,5107602,Rondonópolis,Copo descartável,15259,1884
2026-05-07,5107602,Rondonópolis,SRO,3591,353
2026-05-07,5107602,Rondonópolis,"Soro fisiológico 0,9%",2883,282
2026-05-07,5107602,Rondonópolis,Equipo macro,2304,212
2026-05-07,5107602,Rondonópolis,Copo descartável,15004,1884
2026-05-08,5107602,Rondonópolis,SRO,3537,353
2026-05-08,5107602,Rondonópolis,"Soro fisiológico 0,9%",2835,282
2026-05-08,5107602,Rondonópolis,Equipo macro,2276,212
2026-05-08,5107602,Rondonópolis,Copo descartável,14625,1884
2026-05-09,5107602,Rondonópolis,SRO,3541,353
2026-05-09,5107602,Rondonópolis,"Soro fisiológico 0,9%",2799,282
2026-05-09,5107602,Rondonópolis,Equipo macro,2193,212
2026-05-09,5107602,Rondonópolis,Copo descartável,14374,1884
2026-05-10,5107602,Rondonópolis,SRO,3468,353
2026-05-10,5107602,Rondonópolis,"Soro fisiológico 0,9%",2803,282
2026-05-10,5107602,Rondonópolis,Equipo macro,2215,212
2026-05-10,5107602,Rondonópolis,Copo descartável,14070,1884
2026-05-11,5107602,Rondonópolis,SRO,3400,353
2026-05-11,5107602,Rondonópolis,"Soro fisiológico 0,9%",2742,282
2026-05-11,5107602,Rondonópolis,Equipo macro,2183,212
2026-05-11,5107602,Rondonópolis,Copo descartável,13733,1884
2026-05-12,5107602,Rondonópolis,SRO,3359,353
2026-05-12,5107602,Rondonópolis,"Soro fisiológico 0,9%",2656,282
2026-05-12,5107602,Rondonópolis,Equipo macro,2110,212
2026-05-12,5107602,Rondonópolis,Copo descartável,13475,1884
2026-05-13,5107602,Rondonópolis,SRO,3235,353
2026-05-13,5107602,Rondonópolis,"Soro fisiológico 0,9%",2575,282
2026-05-13,5107602,Rondonópolis,Equipo macro,2110,212
2026-05-13,5107602,Rondonópolis,Copo descartável,13114,1884
2026-05-14,5107602,Rondonópolis,SRO,3266,353
2026-05-14,5107602,Rondonópolis,"Soro fisiológico 0,9%",2623,282
2026-05-14,5107602,Rondonópolis,Equipo macro,2093,212
2026-05-14,5107602,Rondonópolis,Copo descartável,12824,1884
2026-05-15,5107602,Rondonópolis,SRO,3141,353
2026-05-15,5107602,Rondonópolis,"Soro fisiológico 0,9%",2525,282
2026-05-15,5107602,Rondonópolis,Equipo macro,2010,212
2026-05-15,5107602,Rondonópolis,Copo descartável,12560,1884
2026-05-16,5107602,Rondonópolis,SRO,3119,353
2026-05-16,5107602,Rondonópolis,"Soro fisiológico 0,9%",2478,282
2026-05-16,5107602,Rondonópolis,Equipo macro,1988,212
2026-05-16,5107602,Rondonópolis,Copo descartável,12211,1884
2026-05-17,5107602,Rondonópolis,SRO,3063,353
2026-05-17,5107602,Rondonópolis,"Soro fisiológico 0,9%",2471,282
2026-05-17,5107602,Rondonópolis,Equipo macro,1925,212
2026-05-17,5107602,Rondonópolis,Copo descartável,11923,1884
2026-05-18,5107602,Rondonópolis,SRO,2993,353
2026-05-18,5107602,Rondonópolis,"Soro fisiológico 0,9%",2426,282
2026-05-18,5107602,Rondonópolis,Equipo macro,1890,212
2026-05-18,5107602,Rondonópolis,Copo descartável,11670,1884
2026-05-19,5107602,Rondonópolis,SRO,2951,353
2026-05-19,5107602,Rondonópolis,"Soro fisiológico 0,9%",2375,282
2026-05-19,5107602,Rondonópolis,Equipo macro,1841,212
2026-05-19,5107602,Rondonópolis,Copo descartável,11342,1884
2026-05-20,5107602,Rondonópolis,SRO,2839,353
2026-05-20,5107602,Rondonópolis,"Soro fisiológico 0,9%",2337,282
2026-05-20,5107602,Rondonópolis,Equipo macro,1871,212
2026-05-20,5107602,Rondonópolis,Copo descartável,10988,1884
2026-05-21,5107602,Rondonópolis,SRO,2816,353
2026-05-21,5107602,Rondonópolis,"Soro fisiológico 0,9%",2249,282
2026-05-21,5107602,Rondonópolis,Equipo macro,1832,212
2026-05-21,5107602,Rondonópolis,Copo descartável,10746,1884
2026-05-22,5107602,Rondonópolis,SRO,2762,353
2026-05-22,5107602,Rondonópolis,"Soro fisiológico 0,9%",2188,282
2026-05-22,5107602,Rondonópolis,Equipo macro,1729,212
2026-05-22,5107602,Rondonópolis,Copo descartável,10471,1884
2026-05-23,5107602,Rondonópolis,SRO,2740,353
2026-05-23,5107602,Rondonópolis,"Soro fisiológico 0,9%",2136,282
2026-05-23,5107602,Rondonópolis,Equipo macro,1768,212
2026-05-23,5107602,Rondonópolis,Copo descartável,10133,1884
2026-05-24,5107602,Rondonópolis,SRO,2613,353
2026-05-24,5107602,Rondonópolis,"Soro fisiológico 0,9%",2106,282
2026-05-24,5107602,Rondonópolis,Equipo macro,1751,212
2026-05-24,5107602,Rondonópolis,Copo descartável,9853,1884
2026-05-25,5107602,Rondonópolis,SRO,2622,353
2026-05-25,5107602,Rondonópolis,"Soro fisiológico 0,9%",2112,282
2026-05-25,5107602,Rondonópolis,Equipo macro,1722,212
2026-05-25,5107602,Rondonópolis,Copo descartável,9484,1884
2026-05-26,5107602,Rondonópolis,SRO,2575,353
2026-05-26,5107602,Rondonópolis,"Soro fisiológico 0,9%",2059,282
2026-05-26,5107602,Rondonópolis,Equipo macro,1629,212
2026-05-26,5107602,Rondonópolis,Copo descartável,9184,1884
2026-05-27,5107602,Rondonópolis,SRO,2487,353
2026-05-27,5107602,Rondonópolis,"Soro fisiológico 0,9%",1995,282
2026-05-27,5107602,Rondonópolis,Equipo macro,1629,212
2026-05-27,5107602,Rondonópolis,Copo descartável,8915,1884
2026-05-28,5107602,Rondonópolis,SRO,2456,353
2026-05-28,5107602,Rondonópolis,"Soro fisiológico 0,9%",1975,282
2026-05-28,5107602,Rondonópolis,Equipo macro,1543,212
2026-05-28,5107602,Rondonópolis,Copo descartável,8656,1884
2026-05-29,5107602,Rondonópolis,SRO,2325,353
2026-05-29,5107602,Rondonópolis,"Soro fisiológico 0,9%",1869,282
2026-05-29,5107602,Rondonópolis,Equipo macro,1548,212
2026-05-29,5107602,Rondonópolis,Copo descartável,8347,1884
2026-05-30,5107602,Rondonópolis,SRO,2362,353
2026-05-30,5107602,Rondonópolis,"Soro fisiológico 0,9%",1865,282
2026-05-30,5107602,Rondonópolis,Equipo macro,1533,212
2026-05-30,5107602,Rondonópolis,Copo descartável,8057,1884
2026-05-31,5107602,Rondonópolis,SRO,2300,353
2026-05-31,5107602,Rondonópolis,"Soro fisiológico 0,9%",1843,282
2026-05-31,5107602,Rondonópolis,Equipo macro,1434,212
2026-05-31,5107602,Rondonópolis,Copo descartável,7703,1884
2026-06-01,5107602,Rondonópolis,SRO,2192,353
2026-06-01,5107602,Rondonópolis,"Soro fisiológico 0,9%",1743,282
2026-06-01,5107602,Rondonópolis,Equipo macro,1457,212
2026-06-01,5107602,Rondonópolis,Copo descartável,7376,1884
2026-06-02,5107602,Rondonópolis,SRO,2103,353
2026-06-02,5107602,Rondonópolis,"Soro fisiológico 0,9%",1736,282
2026-06-02,5107602,Rondonópolis,Equipo macro,1432,212
2026-06-02,5107602,Rondonópolis,Copo descartável,7080,1884
2026-06-03,5107602,Rondonópolis,SRO,2097,353
2026-06-03,5107602,Rondonópolis,"Soro fisiológico 0,9%",1699,282
2026-06-03,5107602,Rondonópolis,Equipo macro,1340,212
2026-06-03,5107602,Rondonópolis,Copo descartável,6828,1884
2026-06-04,5107602,Rondonópolis,SRO,2015,353
2026-06-04,5107602,Rondonópolis,"Soro fisiológico 0,9%",1617,282
2026-06-04,5107602,Rondonópolis,Equipo macro,1386,212
2026-06-04,5107602,Rondonópolis,Copo descartável,6528,1884
2026-06-05,5107602,Rondonópolis,SRO,1962,353
2026-06-05,5107602,Rondonópolis,"Soro fisiológico 0,9%",1597,282
2026-06-05,5107602,Rondonópolis,Equipo macro,1346,212
2026-06-05,5107602,Rondonópolis,Copo descartável,6221,1884
2026-06-06,5107602,Rondonópolis,SRO,1901,353
2026-06-06,5107602,Rondonópolis,"Soro fisiológico 0,9%",1559,282
2026-06-06,5107602,Rondonópolis,Equipo macro,1250,212
2026-06-06,5107602,Rondonópolis,Copo descartável,5864,1884
2026-06-07,5107602,Rondonópolis,SRO,1816,353
2026-06-07,5107602,Rondonópolis,"Soro fisiológico 0,9%",1512,282
2026-06-07,5107602,Rondonópolis,Equipo macro,1206,212
2026-06-07,5107602,Rondonópolis,Copo descartável,5610,1884
2026-06-08,5107602,Rondonópolis,SRO,1777,353
2026-06-08,5107602,Rondonópolis,"Soro fisiológico 0,9%",1463,282
2026-06-08,5107602,Rondonópolis,Equipo macro,1249,212
2026-06-08,5107602,Rondonópolis,Copo descartável,5321,1884
2026-06-09,5107602,Rondonópolis,SRO,1748,353
2026-06-09,5107602,Rondonópolis,"Soro fisiológico 0,9%",1392,282
2026-06-09,5107602,Rondonópolis,Equipo macro,1210,212
2026-06-09,5107602,Rondonópolis,Copo descartável,5023,1884
2026-06-10,5107602,Rondonópolis,SRO,1378,383
2026-06-10,5107602,Rondonópolis,"Soro fisiológico 0,9%",1154,312
2026-06-10,5107602,Rondonópolis,Equipo macro,1007,242
2026-06-10,5107602,Rondonópolis,Copo descartável,3262,1914
2026-06-11,5107602,Rondonópolis,SRO,1056,413
2026-06-11,5107602,Rondonópolis,"Soro fisiológico 0,9%",840,342
2026-06-11,5107602,Rondonópolis,Equipo macro,801,272
2026-06-11,5107602,Rondonópolis,Copo descartável,1604,1944
2026-06-12,5107602,Rondonópolis,SRO,817,443
2026-06-12,5107602,Rondonópolis,"Soro fisiológico 0,9%",578,372
2026-06-12,5107602,Rondonópolis,Equipo macro,582,302
2026-06-12,5107602,Rondonópolis,Copo descartável,0,1974
2026-06-13,5107602,Rondonópolis,SRO,413,473
2026-06-13,5107602,Rondonópolis,"Soro fisiológico 0,9%",329,402
2026-06-13,5107602,Rondonópolis,Equipo macro,416,332
2026-06-13,5107602,Rondonópolis,Copo descartável,0,2004
2026-06-14,5107602,Rondonópolis,SRO,126,503
2026-06-14,5107602,Rondonópolis,"Soro fisiológico 0,9%",88,432
2026-06-14,5107602,Rondonópolis,Equipo macro,248,362
2026-06-14,5107602,Rondonópolis,Copo descartável,0,2034
2026-06-15,5107602,Rondonópolis,SRO,0,533
2026-06-15,5107602,Rondonópolis,"Soro fisiológico 0,9%",0,462
2026-06-15,5107602,Rondonópolis,Equipo macro,15,392
2026-06-15,5107602,Rondonópolis,Copo descartável,0,2064
2026-06-16,5107602,Rondonópolis,SRO,0,563
2026-06-16,5107602,Rondonópolis,"Soro fisiológico 0,9%",0,492
2026-06-16,5107602,Rondonópolis,Equipo macro,0,422
2026-06-16,5107602,Rondonópolis,Copo descartável,0,2094
2026-06-17,5107602,Rondonópolis,SRO,0,593
2026-06-17,5107602,Rondonópolis,"Soro fisiológico 0,9%",0,522
2026-06-17,5107602,Rondonópolis,Equipo macro,0,452
2026-06-17,5107602,Rondonópolis,Copo descartável,0,2124
2026-06-18,5107602,Rondonópolis,SRO,0,623
2026-06-18,5107602,Rondonópolis,"Soro fisiológico 0,9%",0,552
2026-06-18,5107602,Rondonópolis,Equipo macro,0,482
2026-06-18,5107602,Rondonópolis,Copo descartável,0,2154
2026-04-28,5107909,Sinop,SRO,3450,294
2026-04-28,5107909,Sinop,"Soro fisiológico 0,9%",2702,235
2026-04-28,5107909,Sinop,Equipo macro,2199,176
2026-04-28,5107909,Sinop,Copo descartável,14767,1571
2026-04-29,5107909,Sinop,SRO,3409,294
2026-04-29,5107909,Sinop,"Soro fisiológico 0,9%",2695,235
2026-04-29,5107909,Sinop,Equipo macro,2136,176
2026-04-29,5107909,Sinop,Copo descartável,14503,1571
2026-04-30,5107909,Sinop,SRO,3385,294
2026-04-30,5107909,Sinop,"Soro fisiológico 0,9%",2625,235
2026-04-30,5107909,Sinop,Equipo macro,2053,176
2026-04-30,5107909,Sinop,Copo descartável,14189,1571
2026-05-01,5107909,Sinop,SRO,3288,294
2026-05-01,5107909,Sinop,"Soro fisiológico 0,9%",2674,235
2026-05-01,5107909,Sinop,Equipo macro,2108,176
2026-05-01,5107909,Sinop,Copo descartável,13996,1571
2026-05-02,5107909,Sinop,SRO,3212,294
2026-05-02,5107909,Sinop,"Soro fisiológico 0,9%",2564,235
2026-05-02,5107909,Sinop,Equipo macro,2096,176
2026-05-02,5107909,Sinop,Copo descartável,13700,1571
2026-05-03,5107909,Sinop,SRO,3199,294
2026-05-03,5107909,Sinop,"Soro fisiológico 0,9%",2529,235
2026-05-03,5107909,Sinop,Equipo macro,2002,176
2026-05-03,5107909,Sinop,Copo descartável,13512,1571
2026-05-04,5107909,Sinop,SRO,3127,294
2026-05-04,5107909,Sinop,"Soro fisiológico 0,9%",2510,235
2026-05-04,5107909,Sinop,Equipo macro,2019,176
2026-05-04,5107909,Sinop,Copo descartável,13252,1571
2026-05-05,5107909,Sinop,SRO,3143,294
2026-05-05,5107909,Sinop,"Soro fisiológico 0,9%",2471,235
2026-05-05,5107909,Sinop,Equipo macro,2012,176
2026-05-05,5107909,Sinop,Copo descartável,12980,1571
2026-05-06,5107909,Sinop,SRO,3095,294
2026-05-06,5107909,Sinop,"Soro fisiológico 0,9%",2401,235
2026-05-06,5107909,Sinop,Equipo macro,1884,176
2026-05-06,5107909,Sinop,Copo descartável,12685,1571
2026-05-07,5107909,Sinop,SRO,3006,294
2026-05-07,5107909,Sinop,"Soro fisiológico 0,9%",2374,235
2026-05-07,5107909,Sinop,Equipo macro,1928,176
2026-05-07,5107909,Sinop,Copo descartável,12504,1571
2026-05-08,5107909,Sinop,SRO,2920,294
2026-05-08,5107909,Sinop,"Soro fisiológico 0,9%",2372,235
2026-05-08,5107909,Sinop,Equipo macro,1910,176
2026-05-08,5107909,Sinop,Copo descartável,12222,1571
2026-05-09,5107909,Sinop,SRO,2885,294
2026-05-09,5107909,Sinop,"Soro fisiológico 0,9%",2323,235
2026-05-09,5107909,Sinop,Equipo macro,1887,176
2026-05-09,5107909,Sinop,Copo descartável,11948,1571
2026-05-10,5107909,Sinop,SRO,2920,294
2026-05-10,5107909,Sinop,"Soro fisiológico 0,9%",2300,235
2026-05-10,5107909,Sinop,Equipo macro,1776,176
2026-05-10,5107909,Sinop,Copo descartável,11741,1571
2026-05-11,5107909,Sinop,SRO,2820,294
2026-05-11,5107909,Sinop,"Soro fisiológico 0,9%",2269,235
2026-05-11,5107909,Sinop,Equipo macro,1830,176
2026-05-11,5107909,Sinop,Copo descartável,11473,1571
2026-05-12,5107909,Sinop,SRO,2746,294
2026-05-12,5107909,Sinop,"Soro fisiológico 0,9%",2207,235
2026-05-12,5107909,Sinop,Equipo macro,1782,176
2026-05-12,5107909,Sinop,Copo descartável,11220,1571
2026-05-13,5107909,Sinop,SRO,2741,294
2026-05-13,5107909,Sinop,"Soro fisiológico 0,9%",2169,235
2026-05-13,5107909,Sinop,Equipo macro,1744,176
2026-05-13,5107909,Sinop,Copo descartável,10957,1571
2026-05-14,5107909,Sinop,SRO,2663,294
2026-05-14,5107909,Sinop,"Soro fisiológico 0,9%",2102,235
2026-05-14,5107909,Sinop,Equipo macro,1744,176
2026-05-14,5107909,Sinop,Copo descartável,10725,1571
2026-05-15,5107909,Sinop,SRO,2612,294
2026-05-15,5107909,Sinop,"Soro fisiológico 0,9%",2100,235
2026-05-15,5107909,Sinop,Equipo macro,1685,176
2026-05-15,5107909,Sinop,Copo descartável,10421,1571
2026-05-16,5107909,Sinop,SRO,2623,294
2026-05-16,5107909,Sinop,"Soro fisiológico 0,9%",2088,235
2026-05-16,5107909,Sinop,Equipo macro,1678,176
2026-05-16,5107909,Sinop,Copo descartável,10157,1571
2026-05-17,5107909,Sinop,SRO,2570,294
2026-05-17,5107909,Sinop,"Soro fisiológico 0,9%",1995,235
2026-05-17,5107909,Sinop,Equipo macro,1672,176
2026-05-17,5107909,Sinop,Copo descartável,9989,1571
2026-05-18,5107909,Sinop,SRO,2451,294
2026-05-18,5107909,Sinop,"Soro fisiológico 0,9%",1949,235
2026-05-18,5107909,Sinop,Equipo macro,1635,176
2026-05-18,5107909,Sinop,Copo descartável,9739,1571
2026-05-19,5107909,Sinop,SRO,2450,294
2026-05-19,5107909,Sinop,"Soro fisiológico 0,9%",1938,235
2026-05-19,5107909,Sinop,Equipo macro,1550,176
2026-05-19,5107909,Sinop,Copo descartável,9482,1571
2026-05-20,5107909,Sinop,SRO,2407,294
2026-05-20,5107909,Sinop,"Soro fisiológico 0,9%",1908,235
2026-05-20,5107909,Sinop,Equipo macro,1568,176
2026-05-20,5107909,Sinop,Copo descartável,9246,1571
2026-05-21,5107909,Sinop,SRO,2388,294
2026-05-21,5107909,Sinop,"Soro fisiológico 0,9%",1842,235
2026-05-21,5107909,Sinop,Equipo macro,1523,176
2026-05-21,5107909,Sinop,Copo descartável,8898,1571
2026-05-22,5107909,Sinop,SRO,2288,294
2026-05-22,5107909,Sinop,"Soro fisiológico 0,9%",1893,235
2026-05-22,5107909,Sinop,Equipo macro,1448,176
2026-05-22,5107909,Sinop,Copo descartável,8651,1571
2026-05-23,5107909,Sinop,SRO,2294,294
2026-05-23,5107909,Sinop,"Soro fisiológico 0,9%",1775,235
2026-05-23,5107909,Sinop,Equipo macro,1423,176
2026-05-23,5107909,Sinop,Copo descartável,8418,1571
2026-05-24,5107909,Sinop,SRO,2162,294
2026-05-24,5107909,Sinop,"Soro fisiológico 0,9%",1759,235
2026-05-24,5107909,Sinop,Equipo macro,1474,176
2026-05-24,5107909,Sinop,Copo descartável,8215,1571
2026-05-25,5107909,Sinop,SRO,2175,294
2026-05-25,5107909,Sinop,"Soro fisiológico 0,9%",1725,235
2026-05-25,5107909,Sinop,Equipo macro,1404,176
2026-05-25,5107909,Sinop,Copo descartável,7923,1571
2026-05-26,5107909,Sinop,SRO,2094,294
2026-05-26,5107909,Sinop,"Soro fisiológico 0,9%",1742,235
2026-05-26,5107909,Sinop,Equipo macro,1373,176
2026-05-26,5107909,Sinop,Copo descartável,7711,1571
2026-05-27,5107909,Sinop,SRO,2118,294
2026-05-27,5107909,Sinop,"Soro fisiológico 0,9%",1688,235
2026-05-27,5107909,Sinop,Equipo macro,1386,176
2026-05-27,5107909,Sinop,Copo descartável,7412,1571
2026-05-28,5107909,Sinop,SRO,2036,294
2026-05-28,5107909,Sinop,"Soro fisiológico 0,9%",1629,235
2026-05-28,5107909,Sinop,Equipo macro,1309,176
2026-05-28,5107909,Sinop,Copo descartável,7181,1571
2026-05-29,5107909,Sinop,SRO,1982,294
2026-05-29,5107909,Sinop,"Soro fisiológico 0,9%",1576,235
2026-05-29,5107909,Sinop,Equipo macro,1326,176
2026-05-29,5107909,Sinop,Copo descartável,6931,1571
2026-05-30,5107909,Sinop,SRO,1922,294
2026-05-30,5107909,Sinop,"Soro fisiológico 0,9%",1509,235
2026-05-30,5107909,Sinop,Equipo macro,1247,176
2026-05-30,5107909,Sinop,Copo descartável,6700,1571
2026-05-31,5107909,Sinop,SRO,1883,294
2026-05-31,5107909,Sinop,"Soro fisiológico 0,9%",1526,235
2026-05-31,5107909,Sinop,Equipo macro,1218,176
2026-05-31,5107909,Sinop,Copo descartável,6432,1571
2026-06-01,5107909,Sinop,SRO,1853,294
2026-06-01,5107909,Sinop,"Soro fisiológico 0,9%",1463,235
2026-06-01,5107909,Sinop,Equipo macro,1151,176
2026-06-01,5107909,Sinop,Copo descartável,6224,1571
2026-06-02,5107909,Sinop,SRO,1791,294
2026-06-02,5107909,Sinop,"Soro fisiológico 0,9%",1476,235
2026-06-02,5107909,Sinop,Equipo macro,1169,176
2026-06-02,5107909,Sinop,Copo descartável,5914,1571
2026-06-03,5107909,Sinop,SRO,1754,294
2026-06-03,5107909,Sinop,"Soro fisiológico 0,9%",1403,235
2026-06-03,5107909,Sinop,Equipo macro,1159,176
2026-06-03,5107909,Sinop,Copo descartável,5650,1571
2026-06-04,5107909,Sinop,SRO,1726,294
2026-06-04,5107909,Sinop,"Soro fisiológico 0,9%",1355,235
2026-06-04,5107909,Sinop,Equipo macro,1102,176
2026-06-04,5107909,Sinop,Copo descartável,5443,1571
2026-06-05,5107909,Sinop,SRO,1655,294
2026-06-05,5107909,Sinop,"Soro fisiológico 0,9%",1280,235
2026-06-05,5107909,Sinop,Equipo macro,1063,176
2026-06-05,5107909,Sinop,Copo descartável,5131,1571
2026-06-06,5107909,Sinop,SRO,1554,294
2026-06-06,5107909,Sinop,"Soro fisiológico 0,9%",1234,235
2026-06-06,5107909,Sinop,Equipo macro,1029,176
2026-06-06,5107909,Sinop,Copo descartável,4918,1571
2026-06-07,5107909,Sinop,SRO,1546,294
2026-06-07,5107909,Sinop,"Soro fisiológico 0,9%",1224,235
2026-06-07,5107909,Sinop,Equipo macro,1030,176
2026-06-07,5107909,Sinop,Copo descartável,4706,1571
2026-06-08,5107909,Sinop,SRO,1487,294
2026-06-08,5107909,Sinop,"Soro fisiológico 0,9%",1196,235
2026-06-08,5107909,Sinop,Equipo macro,981,176
2026-06-08,5107909,Sinop,Copo descartável,4402,1571
2026-06-09,5107909,Sinop,SRO,1443,294
2026-06-09,5107909,Sinop,"Soro fisiológico 0,9%",1171,235
2026-06-09,5107909,Sinop,Equipo macro,1001,176
2026-06-09,5107909,Sinop,Copo descartável,4186,1571
2026-06-10,5107909,Sinop,SRO,1183,324
2026-06-10,5107909,Sinop,"Soro fisiológico 0,9%",918,265
2026-06-10,5107909,Sinop,Equipo macro,835,206
2026-06-10,5107909,Sinop,Copo descartável,2724,1601
2026-06-11,5107909,Sinop,SRO,952,354
2026-06-11,5107909,Sinop,"Soro fisiológico 0,9%",766,295
2026-06-11,5107909,Sinop,Equipo macro,665,236
2026-06-11,5107909,Sinop,Copo descartável,1297,1631
2026-06-12,5107909,Sinop,SRO,638,384
2026-06-12,5107909,Sinop,"Soro fisiológico 0,9%",530,325
2026-06-12,5107909,Sinop,Equipo macro,439,266
2026-06-12,5107909,Sinop,Copo descartável,0,1661
2026-06-13,5107909,Sinop,SRO,349,414
2026-06-13,5107909,Sinop,"Soro fisiológico 0,9%",345,355
2026-06-13,5107909,Sinop,Equipo macro,368,296
2026-06-13,5107909,Sinop,Copo descartável,0,1691
2026-06-14,5107909,Sinop,SRO,113,444
2026-06-14,5107909,Sinop,"Soro fisiológico 0,9%",47,385
2026-06-14,5107909,Sinop,Equipo macro,160,326
2026-06-14,5107909,Sinop,Copo descartável,0,1721
2026-06-15,5107909,Sinop,SRO,0,474
2026-06-15,5107909,Sinop,"Soro fisiológico 0,9%",0,415
2026-06-15,5107909,Sinop,Equipo macro,0,356
2026-06-15,5107909,Sinop,Copo descartável,0,1751
2026-06-16,5107909,Sinop,SRO,0,504
2026-06-16,5107909,Sinop,"Soro fisiológico 0,9%",0,445
2026-06-16,5107909,Sinop,Equipo macro,0,386
2026-06-16,5107909,Sinop,Copo descartável,0,1781
2026-06-17,5107909,Sinop,SRO,0,534
2026-06-17,5107909,Sinop,"Soro fisiológico 0,9%",0,475
2026-06-17,5107909,Sinop,Equipo macro,0,416
2026-06-17,5107909,Sinop,Copo descartável,0,1811
2026-06-18,5107909,Sinop,SRO,0,564
2026-06-18,5107909,Sinop,"Soro fisiológico 0,9%",0,505
2026-06-18,5107909,Sinop,Equipo macro,0,446
2026-06-18,5107909,Sinop,Copo descartável,0,1841
2026-04-28,5107925,Sorriso,SRO,1924,164
2026-04-28,5107925,Sorriso,"Soro fisiológico 0,9%",1571,131
2026-04-28,5107925,Sorriso,Equipo macro,1174,98
2026-04-28,5107925,Sorriso,Copo descartável,8223,879
2026-04-29,5107925,Sorriso,SRO,1916,164
2026-04-29,5107925,Sorriso,"Soro fisiológico 0,9%",1550,131
2026-04-29,5107925,Sorriso,Equipo macro,1200,98
2026-04-29,5107925,Sorriso,Copo descartável,8104,879
2026-04-30,5107925,Sorriso,SRO,1904,164
2026-04-30,5107925,Sorriso,"Soro fisiológico 0,9%",1525,131
2026-04-30,5107925,Sorriso,Equipo macro,1172,98
2026-04-30,5107925,Sorriso,Copo descartável,7958,879
2026-05-01,5107925,Sorriso,SRO,1867,164
2026-05-01,5107925,Sorriso,"Soro fisiológico 0,9%",1461,131
2026-05-01,5107925,Sorriso,Equipo macro,1132,98
2026-05-01,5107925,Sorriso,Copo descartável,7798,879
2026-05-02,5107925,Sorriso,SRO,1842,164
2026-05-02,5107925,Sorriso,"Soro fisiológico 0,9%",1472,131
2026-05-02,5107925,Sorriso,Equipo macro,1109,98
2026-05-02,5107925,Sorriso,Copo descartável,7720,879
2026-05-03,5107925,Sorriso,SRO,1766,164
2026-05-03,5107925,Sorriso,"Soro fisiológico 0,9%",1415,131
2026-05-03,5107925,Sorriso,Equipo macro,1162,98
2026-05-03,5107925,Sorriso,Copo descartável,7514,879
2026-05-04,5107925,Sorriso,SRO,1752,164
2026-05-04,5107925,Sorriso,"Soro fisiológico 0,9%",1372,131
2026-05-04,5107925,Sorriso,Equipo macro,1142,98
2026-05-04,5107925,Sorriso,Copo descartável,7439,879
2026-05-05,5107925,Sorriso,SRO,1767,164
2026-05-05,5107925,Sorriso,"Soro fisiológico 0,9%",1399,131
2026-05-05,5107925,Sorriso,Equipo macro,1107,98
2026-05-05,5107925,Sorriso,Copo descartável,7305,879
2026-05-06,5107925,Sorriso,SRO,1674,164
2026-05-06,5107925,Sorriso,"Soro fisiológico 0,9%",1330,131
2026-05-06,5107925,Sorriso,Equipo macro,1099,98
2026-05-06,5107925,Sorriso,Copo descartável,7072,879
2026-05-07,5107925,Sorriso,SRO,1650,164
2026-05-07,5107925,Sorriso,"Soro fisiológico 0,9%",1390,131
2026-05-07,5107925,Sorriso,Equipo macro,1105,98
2026-05-07,5107925,Sorriso,Copo descartável,6979,879
2026-05-08,5107925,Sorriso,SRO,1666,164
2026-05-08,5107925,Sorriso,"Soro fisiológico 0,9%",1367,131
2026-05-08,5107925,Sorriso,Equipo macro,1101,98
2026-05-08,5107925,Sorriso,Copo descartável,6849,879
2026-05-09,5107925,Sorriso,SRO,1621,164
2026-05-09,5107925,Sorriso,"Soro fisiológico 0,9%",1281,131
2026-05-09,5107925,Sorriso,Equipo macro,1033,98
2026-05-09,5107925,Sorriso,Copo descartável,6656,879
2026-05-10,5107925,Sorriso,SRO,1591,164
2026-05-10,5107925,Sorriso,"Soro fisiológico 0,9%",1305,131
2026-05-10,5107925,Sorriso,Equipo macro,1048,98
2026-05-10,5107925,Sorriso,Copo descartável,6509,879
2026-05-11,5107925,Sorriso,SRO,1606,164
2026-05-11,5107925,Sorriso,"Soro fisiológico 0,9%",1281,131
2026-05-11,5107925,Sorriso,Equipo macro,995,98
2026-05-11,5107925,Sorriso,Copo descartável,6445,879
2026-05-12,5107925,Sorriso,SRO,1524,164
2026-05-12,5107925,Sorriso,"Soro fisiológico 0,9%",1250,131
2026-05-12,5107925,Sorriso,Equipo macro,950,98
2026-05-12,5107925,Sorriso,Copo descartável,6261,879
